[2026-03-06T05:46:00.393527][INFO] 配置已更新: console_log=error retry_mode=polling
[2026-03-06T05:48:34.117366][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (172.67.216.25) 170ms
[2026-03-06T05:48:34.119450][DEBUG] ✓ UDP://tracker.fnix.net:6969 (5.255.124.190) 252ms
[2026-03-06T05:48:34.119842][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (23.175.184.30) 227ms
[2026-03-06T05:48:34.120593][DEBUG] ✓ UDP://176.123.1.180:6969 (176.123.1.180) 248ms
[2026-03-06T05:48:34.124142][DEBUG] ✓ UDP://tracker.t-1.org:6969 (2605:6400:30:f8f3:1f:b20a:a8c1:1337) 248ms
[2026-03-06T05:48:34.126236][DEBUG] ✓ UDP://evan.im:6969 (74.119.150.221) 233ms
[2026-03-06T05:48:34.128971][DEBUG] ✓ UDP://tracker.1h.is:1337 (2605:6400:30:f922:35d4:58f4:75eb:1337) 248ms
[2026-03-06T05:48:34.132095][DEBUG] ✓ UDP://www.torrent.eu.org:451 (2001:912:800:208::53) 261ms
[2026-03-06T05:48:34.136244][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (2600:1900:4001:4b5:8000::) 260ms
[2026-03-06T05:48:34.140102][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (2a00:16b0:242:25::14) 253ms
[2026-03-06T05:48:34.141181][DEBUG] ✓ UDP://2001:41d0:2:52b1::1:6969 (2001:41d0:2:52b1::1) 262ms
[2026-03-06T05:48:34.143267][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (2a03:7220:8083:cd00::1) 276ms
[2026-03-06T05:48:34.149544][DEBUG] ✓ UDP://51.81.222.188:6969 (51.81.222.188) 277ms
[2026-03-06T05:48:34.155233][DEBUG] ✓ TCP://tracker.dhitechnical.com:6969 (140.235.237.23) 274ms
[2026-03-06T05:48:34.157680][DEBUG] ✓ UDP://retracker.lanta.me:2710 (37.235.176.37) 281ms
[2026-03-06T05:48:34.158563][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (82.67.183.86) 268ms
[2026-03-06T05:48:34.159147][DEBUG] ✓ UDP://tracker.qu.ax:6969 (2406:4fc0:1002::137) 263ms
[2026-03-06T05:48:34.163210][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (2605:6400:30:fad6::dead:c0d3) 269ms
[2026-03-06T05:48:34.172003][DEBUG] ✓ TCP://sukebei.tracker.wf:8888 (195.16.73.66) 307ms
[2026-03-06T05:48:34.172410][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (2a01:7a7:2:3ed6:225:90ff:fefb:3dfc) 274ms
[2026-03-06T05:48:34.174155][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (104.21.53.179) 158ms
[2026-03-06T05:48:34.181541][DEBUG] ✓ TCP://ttk2.nbaonlineservice.com:80 (54.39.48.3) 310ms
[2026-03-06T05:48:34.190088][DEBUG] ✓ TCP://tracker.mywaifu.best:6969 (95.217.167.10) 323ms
[2026-03-06T05:48:34.199653][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.132.230) 159ms
[2026-03-06T05:48:34.203270][DEBUG] ✓ UDP://2a03:94e0:ffff:185:243:218:0:213:80 (2a03:94e0:ffff:185:243:218:0:213) 315ms
[2026-03-06T05:48:34.206000][DEBUG] ✓ UDP://tracker.waaa.moe:6969 (216.144.239.90) 324ms
[2026-03-06T05:48:34.208352][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3034::ac43:d819) 178ms
[2026-03-06T05:48:34.210097][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (104.21.56.230) 170ms
[2026-03-06T05:48:34.212569][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.140.230) 173ms
[2026-03-06T05:48:34.213765][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.67.187.230) 173ms
[2026-03-06T05:48:34.217746][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3036::6815:3985) 176ms
[2026-03-06T05:48:34.218235][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3035::6815:35b3) 183ms
[2026-03-06T05:48:34.219222][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3035::ac43:a410) 177ms
[2026-03-06T05:48:34.220696][DEBUG] ✓ UDP://tracker.srv00.com:6969 (147.45.77.75) 297ms
[2026-03-06T05:48:34.242064][DEBUG] ✓ UDP://6ahddutb1ucc3cp.ru:6969 (185.189.13.108) 339ms
[2026-03-06T05:48:34.306531][DEBUG] ✓ TCP://2c0f:f4c0::108:80 (2c0f:f4c0::108) 434ms
[2026-03-06T05:48:44.066815][DEBUG] ✓ UDP://d40969.acod.regrucolo.ru:6969 (176.99.7.59) 187ms
[2026-03-06T05:48:44.114956][DEBUG] ✓ UDP://tracker.playground.ru:6969 (212.42.38.197) 236ms
[2026-03-06T05:48:44.167275][DEBUG] ✓ UDP://tracker.plx.im:6969 (54.36.179.216) 256ms
[2026-03-06T05:48:44.218951][DEBUG] ✓ UDP://open.demonii.com:1337 (2a06:1280:f115::2) 307ms
[2026-03-06T05:48:54.132294][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (107.189.2.131) 221ms
[2026-03-06T05:48:54.144051][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (173.201.36.219) 234ms
[2026-03-06T05:48:54.158342][DEBUG] ✓ UDP://ns575949.ip-51-222-82.net:6969 (51.222.82.36) 264ms
[2026-03-06T05:48:54.179750][DEBUG] ✓ UDP://tracker.qu.ax:6969 (43.250.54.137) 269ms
[2026-03-06T05:48:54.275421][DEBUG] ✓ UDP://tracker.srv00.com:6969 (91.186.213.204) 349ms
[2026-03-06T05:49:09.102754][DEBUG] ✓ UDP://tracker.1h.is:1337 (107.189.4.235) 198ms
[2026-03-06T05:49:09.111650][DEBUG] ✓ UDP://tracker.t-1.org:6969 (107.189.7.165) 208ms
[2026-03-06T05:49:09.144004][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (2602:f93b:131:a:be24:11ff:fe79:fff7) 234ms
[2026-03-06T05:49:09.153476][DEBUG] ✓ UDP://tracker.riverarmy.xyz:6969 (18.232.197.8) 243ms
[2026-03-06T05:49:09.217182][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (2a01:e0a:ebd:2640:ba27:ebff:fe2c:db88) 307ms
[2026-03-06T05:49:09.385556][DEBUG] ✓ UDP://44.30.4.70:6969 (44.30.4.70) 311ms
[2026-03-06T05:49:39.088015][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (91.216.110.53) 210ms
[2026-03-06T05:49:39.337536][DEBUG] ✓ UDP://t.overflow.biz:6969 (187.56.163.25) 428ms
[2026-03-06T05:49:39.340742][INFO] 轮检完成 | 总:136 [v4:106 v6:30] | 在线:136 [v4:106 v6:30]
[2026-03-06T05:50:09.374672][DEBUG] ✓ TCP://ipv6.rer.lol:6969 (2408:8248:481:5b:5d95:b88b:f1ea:c8e7) 0ms
[2026-03-06T05:50:09.425233][DEBUG] ✓ UDP://tracker.iperson.xyz:6969 (120.78.150.131) 25ms
[2026-03-06T05:50:09.443318][DEBUG] ✓ UDP://speedtest.iperson.xyz:6969 (240e:355:7f1f:d900:e2e1:a9ff:fe1a:1f93) 45ms
[2026-03-06T05:50:09.530090][DEBUG] ✓ TCP://207.241.226.111:6969 (207.241.226.111) 156ms
[2026-03-06T05:50:09.539976][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.100) 159ms
[2026-03-06T05:50:09.541272][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.104) 160ms
[2026-03-06T05:50:09.541601][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3035::ac43:8d1a) 163ms
[2026-03-06T05:50:09.542997][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.198) 159ms
[2026-03-06T05:50:09.543318][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3032::6815:3ab0) 167ms
[2026-03-06T05:50:09.544509][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.32) 172ms
[2026-03-06T05:50:09.544963][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.31) 171ms
[2026-03-06T05:50:09.546026][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.83) 163ms
[2026-03-06T05:50:09.546338][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.231.3) 167ms
[2026-03-06T05:50:09.546761][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.231.229) 166ms
[2026-03-06T05:50:09.546709][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.152) 162ms
[2026-03-06T05:50:09.547422][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3037::ac43:a266) 172ms
[2026-03-06T05:50:09.547353][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3034::6815:36ba) 168ms
[2026-03-06T05:50:09.547508][DEBUG] ✓ TCP://tracker.renfei.net:8080 (172.67.162.102) 172ms
[2026-03-06T05:50:09.548454][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.230.189) 168ms
[2026-03-06T05:50:09.548520][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.30) 175ms
[2026-03-06T05:50:09.548826][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.24) 175ms
[2026-03-06T05:50:09.549377][DEBUG] ✓ TCP://ipv4.rer.lol:2710 (211.97.119.76) 0ms
[2026-03-06T05:50:09.549674][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.28) 177ms
[2026-03-06T05:50:09.549970][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.79) 167ms
[2026-03-06T05:50:09.550024][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.171) 166ms
[2026-03-06T05:50:09.550062][DEBUG] ✓ UDP://d40969.acod.regrucolo.ru:6969 (176.99.7.59) 173ms
[2026-03-06T05:50:09.550093][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.95) 169ms
[2026-03-06T05:50:09.551245][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.241) 167ms
[2026-03-06T05:50:09.551299][DEBUG] ✓ TCP://tracker.renfei.net:8080 (104.21.58.176) 176ms
[2026-03-06T05:50:09.551343][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.26) 178ms
[2026-03-06T05:50:09.551375][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.27) 178ms
[2026-03-06T05:50:09.552464][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.165) 169ms
[2026-03-06T05:50:09.552520][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.53) 170ms
[2026-03-06T05:50:09.552567][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.121) 171ms
[2026-03-06T05:50:09.552608][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.121) 170ms
[2026-03-06T05:50:09.552640][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.18.19.205) 170ms
[2026-03-06T05:50:09.553513][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.15) 172ms
[2026-03-06T05:50:09.554066][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.224) 169ms
[2026-03-06T05:50:09.554118][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.55) 171ms
[2026-03-06T05:50:09.554159][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.249) 169ms
[2026-03-06T05:50:09.554202][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.230.209) 174ms
[2026-03-06T05:50:09.554237][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.25) 179ms
[2026-03-06T05:50:09.554568][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (172.67.181.132) 167ms
[2026-03-06T05:50:09.555908][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.231.224) 174ms
[2026-03-06T05:50:09.556197][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.23) 181ms
[2026-03-06T05:50:09.556249][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.230.89) 175ms
[2026-03-06T05:50:09.557084][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.180) 173ms
[2026-03-06T05:50:09.558910][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.3) 176ms
[2026-03-06T05:50:09.559307][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.127) 178ms
[2026-03-06T05:50:09.559704][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.151) 176ms
[2026-03-06T05:50:09.560125][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.171) 177ms
[2026-03-06T05:50:09.560448][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.52) 178ms
[2026-03-06T05:50:09.560494][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.231.188) 180ms
[2026-03-06T05:50:09.561122][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.231.222) 181ms
[2026-03-06T05:50:09.561552][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.25.73.167) 179ms
[2026-03-06T05:50:09.561609][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.129) 177ms
[2026-03-06T05:50:09.562147][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (104.21.18.88) 175ms
[2026-03-06T05:50:09.562744][DEBUG] ✓ UDP://www.torrent.eu.org:451 (91.216.110.53) 186ms
[2026-03-06T05:50:09.563168][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.244) 178ms
[2026-03-06T05:50:09.563446][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.35) 180ms
[2026-03-06T05:50:09.563823][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.155) 181ms
[2026-03-06T05:50:09.564514][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.232.241) 180ms
[2026-03-06T05:50:09.564851][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::6815:1258) 178ms
[2026-03-06T05:50:09.566650][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::ac43:b584) 180ms
[2026-03-06T05:50:09.569102][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.22) 196ms
[2026-03-06T05:50:09.569465][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.29) 195ms
[2026-03-06T05:50:09.571569][DEBUG] ✓ UDP://tracker.fnix.net:6969 (2a04:52c0:129:4157::a80) 197ms
[2026-03-06T05:50:09.573114][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (209.141.59.25) 192ms
[2026-03-06T05:50:09.582300][DEBUG] ✓ UDP://tracker.1h.is:1337 (107.189.4.235) 198ms
[2026-03-06T05:50:09.583219][DEBUG] ✓ UDP://uabits.today:6990 (163.5.63.253) 186ms
[2026-03-06T05:50:09.583814][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (91.216.110.53) 211ms
[2026-03-06T05:50:09.586144][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (89.234.156.205) 211ms
[2026-03-06T05:50:09.586671][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (88.80.22.67) 202ms
[2026-03-06T05:50:09.588021][DEBUG] ✓ TCP://lucke.fenesisu.moe:6969 (207.211.184.229) 210ms
[2026-03-06T05:50:09.592430][DEBUG] ✓ UDP://tracker.therarbg.to:6969 (84.54.51.78) 200ms
[2026-03-06T05:50:09.597045][DEBUG] ✓ UDP://tracker.opentorrent.top:6969 (81.230.84.201) 205ms
[2026-03-06T05:50:09.601530][DEBUG] ✓ UDP://open.dstud.io:6969 (212.8.249.30) 201ms
[2026-03-06T05:50:09.606312][DEBUG] ✓ UDP://tracker.playground.ru:6969 (212.42.38.197) 222ms
[2026-03-06T05:50:09.612445][DEBUG] ✓ UDP://176.123.1.180:6969 (176.123.1.180) 234ms
[2026-03-06T05:50:09.621555][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (2605:6400:20:6c::) 239ms
[2026-03-06T05:50:09.625464][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (23.175.184.30) 225ms
[2026-03-06T05:50:09.628467][DEBUG] ✓ TCP://tracker.mywaifu.best:6969 (95.217.167.10) 254ms
[2026-03-06T05:50:09.629180][DEBUG] ✓ UDP://evan.im:6969 (74.119.150.221) 232ms
[2026-03-06T05:50:09.632718][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (2a03:7220:8083:cd00::1) 259ms
[2026-03-06T05:50:09.634174][DEBUG] ✓ UDP://www.torrent.eu.org:451 (2001:912:800:208::53) 257ms
[2026-03-06T05:50:09.635916][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (2600:1900:4001:4b5:8000::) 249ms
[2026-03-06T05:50:09.640152][DEBUG] ✓ UDP://retracker.lanta.me:2710 (37.235.176.37) 261ms
[2026-03-06T05:50:09.645790][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (2602:f93b:131:a:be24:11ff:fe79:fff7) 244ms
[2026-03-06T05:50:09.657749][DEBUG] ✓ UDP://tracker.1h.is:1337 (2605:6400:30:f922:35d4:58f4:75eb:1337) 271ms
[2026-03-06T05:50:09.659144][DEBUG] ✓ UDP://2a03:94e0:ffff:185:243:218:0:213:80 (2a03:94e0:ffff:185:243:218:0:213) 270ms
[2026-03-06T05:50:09.661212][DEBUG] ✓ UDP://bandito.byterunner.io:6969 (103.251.166.126) 258ms
[2026-03-06T05:50:09.664155][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (2a00:16b0:242:25::14) 276ms
[2026-03-06T05:50:09.667139][DEBUG] ✓ UDP://tracker.qu.ax:6969 (43.250.54.137) 268ms
[2026-03-06T05:50:09.669600][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (2605:6400:30:fad6::dead:c0d3) 267ms
[2026-03-06T05:50:09.671207][DEBUG] ✓ TCP://sukebei.tracker.wf:8888 (195.16.73.66) 300ms
[2026-03-06T05:50:09.671647][DEBUG] ✓ UDP://51.81.222.188:6969 (51.81.222.188) 294ms
[2026-03-06T05:50:09.672384][DEBUG] ✓ TCP://tracker.dhitechnical.com:6969 (140.235.237.23) 287ms
[2026-03-06T05:50:09.675359][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (82.67.183.86) 282ms
[2026-03-06T05:50:09.688544][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (2a01:e0a:ebd:2640:ba27:ebff:fe2c:db88) 294ms
[2026-03-06T05:50:09.706877][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (104.21.53.179) 165ms
[2026-03-06T05:50:09.708925][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.140.230) 163ms
[2026-03-06T05:50:09.712034][DEBUG] ✓ UDP://tracker.waaa.moe:6969 (216.144.239.90) 307ms
[2026-03-06T05:50:09.713073][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3036::6815:3985) 165ms
[2026-03-06T05:50:09.713526][DEBUG] ✓ UDP://6ahddutb1ucc3cp.ru:6969 (185.189.13.108) 310ms
[2026-03-06T05:50:09.715578][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (2a01:7a7:2:3ed6:225:90ff:fefb:3dfc) 317ms
[2026-03-06T05:50:09.716017][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (172.67.216.25) 175ms
[2026-03-06T05:50:09.716406][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.67.187.230) 169ms
[2026-03-06T05:50:09.716796][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (104.21.56.230) 171ms
[2026-03-06T05:50:09.720235][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3035::6815:35b3) 176ms
[2026-03-06T05:50:09.725219][DEBUG] ✓ TCP://ttk2.nbaonlineservice.com:80 (54.39.48.3) 348ms
[2026-03-06T05:50:09.725551][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.132.230) 178ms
[2026-03-06T05:50:09.725899][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3035::ac43:a410) 178ms
[2026-03-06T05:50:09.741235][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3034::ac43:d819) 199ms
[2026-03-06T05:50:09.821575][DEBUG] ✓ UDP://tracker.srv00.com:6969 (147.45.77.75) 288ms
[2026-03-06T05:50:09.825562][DEBUG] ✓ UDP://t.overflow.biz:6969 (187.56.163.25) 420ms
[2026-03-06T05:50:09.839525][DEBUG] ✓ UDP://44.30.4.70:6969 (44.30.4.70) 294ms
[2026-03-06T05:50:09.862478][DEBUG] ✓ TCP://2c0f:f4c0::108:80 (2c0f:f4c0::108) 485ms
[2026-03-06T05:50:19.455684][DEBUG] ✓ UDP://admin.52ywp.com:6969 (60.172.236.18) 50ms
[2026-03-06T05:50:19.636080][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (34.66.57.33) 234ms
[2026-03-06T05:50:19.643556][DEBUG] ✓ UDP://tracker.t-1.org:6969 (2605:6400:30:f8f3:1f:b20a:a8c1:1337) 241ms
[2026-03-06T05:50:29.567499][DEBUG] ✓ UDP://tracker.xn--djrq4gl4hvoi.top:80 (154.201.75.73) 165ms
[2026-03-06T05:50:29.614653][DEBUG] ✓ UDP://tracker.fnix.net:6969 (5.255.124.190) 197ms
[2026-03-06T05:50:29.624084][DEBUG] ✓ UDP://torrentvpn.club:6990 (31.57.241.202) 208ms
[2026-03-06T05:50:29.670532][DEBUG] ✓ UDP://tracker.plx.im:6969 (54.36.179.216) 268ms
[2026-03-06T05:50:29.694834][DEBUG] ✓ UDP://open.demonii.com:1337 (185.121.168.96) 277ms
[2026-03-06T05:50:44.568927][DEBUG] ✓ UDP://2001:41d0:2:52b1::1:6969 (2001:41d0:2:52b1::1) 181ms
[2026-03-06T05:50:44.623474][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (107.189.2.131) 221ms
[2026-03-06T05:50:44.662900][DEBUG] ✓ UDP://ns575949.ip-51-222-82.net:6969 (51.222.82.36) 260ms
[2026-03-06T05:50:44.681309][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (173.201.36.219) 264ms
[2026-03-06T05:50:44.698729][DEBUG] ✓ UDP://tracker.srv00.com:6969 (91.186.213.204) 251ms
[2026-03-06T05:50:44.708036][DEBUG] ✓ UDP://tracker.qu.ax:6969 (2406:4fc0:1002::137) 305ms
[2026-03-06T05:50:44.815188][DEBUG] ✓ UDP://open.demonii.com:1337 (2a06:1280:f115::2) 382ms
[2026-03-06T05:51:14.402659][DEBUG] ✓ UDP://bt.rer.lol:6969 (2408:8248:412:cf90::1) 1ms
[2026-03-06T05:51:14.566626][DEBUG] ✓ UDP://tracker.t-1.org:6969 (107.189.7.165) 163ms
[2026-03-06T05:51:14.570017][DEBUG] ✓ UDP://tracker.opentrackr.org:1337 (93.158.213.92) 167ms
[2026-03-06T05:51:14.664625][DEBUG] ✓ UDP://tracker.riverarmy.xyz:6969 (18.232.197.8) 248ms
[2026-03-06T05:51:14.667698][INFO] 轮检完成 | 总:136 [v4:106 v6:30] | 在线:136 [v4:106 v6:30]
[2026-03-06T05:51:31.596701][INFO] 网络监控服务启动
[2026-03-06T05:51:31.597187][INFO] 监控服务启动
[2026-03-06T05:51:48.857078][INFO] 配置已更新: 缓存统计可用率=关
[2026-03-06T05:51:54.688578][INFO] 配置已更新: 缓存统计可用率=开
[2026-03-06T05:52:01.679797][INFO] 配置已更新: 日志存盘=开
[2026-03-06T05:52:04.771614][INFO] 配置已更新: 页面刷新间隔=5000ms
[2026-03-06T05:52:09.134830][INFO] 配置已更新: 页面刷新间隔=1000ms
[2026-03-06T05:52:13.326344][INFO] 配置已更新: 代理开关=关
[2026-03-06T05:52:16.821300][INFO] 配置已更新: 代理开关=开
[2026-03-06T05:52:34.012516][DEBUG] ✓ TCP://ipv6.rer.lol:6969 (2408:8248:481:5b:5d95:b88b:f1ea:c8e7) 0ms
[2026-03-06T05:52:34.027713][DEBUG] ✓ TCP://ipv4.rer.lol:2710 (211.97.119.76) 0ms
[2026-03-06T05:52:34.064039][DEBUG] ✓ UDP://admin.52ywp.com:6969 (60.172.236.18) 46ms
[2026-03-06T05:52:34.064995][DEBUG] ✓ UDP://bt.rer.lol:6969 (2408:8248:412:cf90::1) 25ms
[2026-03-06T05:52:34.078648][DEBUG] ✓ UDP://tracker.iperson.xyz:6969 (120.78.150.131) 35ms
[2026-03-06T05:52:34.104657][DEBUG] ✓ UDP://speedtest.iperson.xyz:6969 (240e:355:7f1f:d900:e2e1:a9ff:fe1a:1f93) 58ms
[2026-03-06T05:52:34.164629][DEBUG] ✓ TCP://207.241.226.111:6969 (207.241.226.111) 152ms
[2026-03-06T05:52:34.178955][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.23) 168ms
[2026-03-06T05:52:34.179464][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.198) 160ms
[2026-03-06T05:52:34.180566][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.25) 169ms
[2026-03-06T05:52:34.181820][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3032::6815:3ab0) 168ms
[2026-03-06T05:52:34.182163][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.18.19.205) 164ms
[2026-03-06T05:52:34.182642][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.241) 163ms
[2026-03-06T05:52:34.182939][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3037::ac43:a266) 169ms
[2026-03-06T05:52:34.183990][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.79) 165ms
[2026-03-06T05:52:34.184277][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.30) 173ms
[2026-03-06T05:52:34.184646][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.22) 174ms
[2026-03-06T05:52:34.185820][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.27) 175ms
[2026-03-06T05:52:34.186199][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (172.67.181.132) 165ms
[2026-03-06T05:52:34.186496][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.29) 175ms
[2026-03-06T05:52:34.186549][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.31) 175ms
[2026-03-06T05:52:34.187451][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::ac43:b584) 166ms
[2026-03-06T05:52:34.188337][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3034::6815:36ba) 171ms
[2026-03-06T05:52:34.188670][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.121) 171ms
[2026-03-06T05:52:34.188965][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.52) 172ms
[2026-03-06T05:52:34.189020][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.26) 178ms
